0,0,39724,21,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18014498570012796,0,,
0,1,39725,21,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18014498570012796,0,,
0,2,39726,24,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18014498570012796,0,,
0,3,39723,33,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18014498570012796,0,,
0,4,39722,33,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18014498570012796,0,,
0,5,39724,3,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18014498570012796,0,,
0,6,36212,10,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18014498570012796,0,,
0,7,36212,3,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,18014498570012796,0,,
0,8,39720,58,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,18014498570012796,0,,
0,9,36186,10,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18014498570012796,0,,
0,10,36200,12,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,18014498570012796,0,,
0,11,36251,15,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,18014498570012796,0,,
0,12,36172,12,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,18014498570012796,0,,
1,0,39710,4,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18014498570012796,0,,
1,1,39705,149,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18014498570012796,0,,
1,2,39708,29,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,18014498570012796,0,,
1,3,39707,192,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,18014498570012796,0,,
1,4,39709,333,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,18014498570012796,0,,
1,5,37826,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,18014498570012796,0,,
1,6,37820,7,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,18014498570012796,0,,
1,7,39706,492,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,18014498570012796,0,,
1,8,37828,3,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,18014498570012796,0,,
1,9,38936,116,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,18014498570012796,0,,
1,10,36238,2,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,18014498570012796,0,,
1,11,36241,11,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,18014498570012796,0,,
1,12,27703,15,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,18014498570012796,0,,
1,13,36166,75,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,18014498570012796,0,,
1,14,36181,6,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,18014498570012796,0,,
1,15,36178,4,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,18014498570012796,0,,
1,16,36194,4,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,18014498570012796,0,,
1,21,27784,4,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,18014498570012796,0,,
1,22,39715,128,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,18014498570012796,0,,
1,23,39712,194,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,18014498570012796,0,,
1,25,39711,54,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,18014498570012796,0,,
1,26,39713,64,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,18014498570012796,0,,
2,33,12241,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,18014498570012796,0,,
2,34,15167,133,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,18014498570012796,0,,
2,10,33925,5,0,30000,0,21,0,0,0,0,8,0,0,0,0,0,0,2,1,10,18014498570012796,0,,
2,11,33940,1,0,30000,0,23,0,0,0,0,9,0,0,0,0,0,0,2,1,11,18014498570012796,0,,
2,12,33927,1,0,30000,0,23,0,0,0,0,8,0,0,0,0,0,0,2,1,12,18014498570012796,0,,
2,13,33938,2,0,30000,0,21,0,0,0,0,9,0,0,0,0,0,0,2,1,13,18014498570012796,0,,
2,14,33939,1,0,30000,0,22,0,0,0,0,9,0,0,0,0,0,0,2,1,14,18014498570012796,0,,
2,19,39835,1,0,58294,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,18014498570012796,0,,
2,20,7884,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,20,18014498570012796,0,,
2,29,20198,12,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,18014498570012796,0,,
2,30,14205,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,30,18014498570012796,0,,
3,31,9773,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,31,18014498570012796,0,,
3,34,7671,6,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,34,18014498570012796,0,,
3,0,27785,599,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,18014498570012796,0,,
3,1,36261,478,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,18014498570012796,0,,
3,2,36263,802,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,18014498570012796,0,,
3,3,5825,99,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,18014498570012796,0,,
3,4,41306,50,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,18014498570012796,0,,
1,5,36061,40,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,18014498570012796,0,,
3,6,36060,28,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,18014498570012796,0,,
3,7,36054,29,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,18014498570012796,0,,
3,8,14954,14,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,18014498570012796,0,,
3,9,27960,30,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,18014498570012796,0,,
3,10,36114,29,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,18014498570012796,0,,
3,11,36116,5,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,18014498570012796,0,,
3,12,36115,21,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,18014498570012796,0,,
3,13,31576,37,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,13,18014498570012796,0,,
3,14,7883,135,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,18014498570012796,0,,
2,15,26821,122,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,15,18014498570012796,0,,
3,16,26819,109,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,16,18014498570012796,0,,
